INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
UNC-CH,43,1-Jul-07,Professor,119328.08,Political Science,Associate Professor
UNC-CH,43,1-Jul-07,Associate Professor,93046,Classics,Associate Professor in Greek Prose
UNC-CH,36,1-Apr-19,Assistant Professor,170000.08,Physical Medicine Rehab,NODESCR
UNC-CH,60,1-Jul-88,Professor,132277,English and Comp Literature,Professor
UNC-CH,51,1-Jul-09,Professor,129558.08,Psychology and Neuroscience,Associate Professor
UNC-CH,66,1-Mar-86,Professor,321534,Epidemiology,Professor
UNC-CH,38,1-Jul-12,Associate Professor,96314.04,School of Journalism and Media,Assistant Profesor
UNC-CH,78,1-Jul-75,Professor,121048.9,History,Professor
UNC-CH,46,16-Aug-04,Associate Professor,188330,Family Medicine,Clinical Associate Professor
UNC-CH,60,1-Jan-14,Professor,515100.04,Medicine-Gastroenterology,Professor
UNC-CH,45,1-Sep-08,Associate Professor,145678.92,Health Behavior,Assistant Professor
UNC-CH,36,1-Aug-16,Assistant Professor,178000.04,Family Medicine,NODESCR
UNC-CH,53,1-Sep-12,Professor,485000.04,Medicine-Oncology,Associate Professor
UNC-CH,46,1-Jul-10,Associate Professor,93500,Political Science,Assistant Professor
UNC-CH,65,17-May-04,Assistant Professor,110135,Epidemiology,Clinical Assistant Professor
UNC-CH,51,1-Jan-10,Associate Professor,161943.25,Biomedical Engineering,Associate Professor
UNC-CH,60,1-Jul-12,Associate Professor,141510.24,SOP-CNDD,Associate Professor
UNC-CH,48,1-Jul-05,Professor,138528.04,Exercise and Sport Science,Associate Professor
UNC-CH,62,1-Jul-09,Professor,294517,Political Science,Distinguished Professor
UNC-CH,68,1-Jan-89,Professor,204622,Biology,Prof./director for Developmental Biology
UNC-CH,46,1-Jul-12,Associate Professor,80233.04,Religious Studies,Assistant Professor
UNC-CH,63,1-Jul-92,Professor,301716,Kenan-Flagler Bus Sch,Distinguished Professor(roy O. Rodwell D
UNC-CH,46,3-Jun-15,Assistant Professor,55000,Medicine - Cardiology,Conversion Job Code
UNC-CH,50,1-Oct-03,Professor,215160.08,Cell Biology and Physiology,Professor
UNC-CH,78,1-Dec-85,Professor,272463,Comprehensive Oral Health,Distinguished Professor
UNC-CH,62,1-Sep-92,Professor,210036.96,Nutrition,Director
UNC-CH,48,1-Jul-02,Professor,112071,Linguistics,Associate Professor
UNC-CH,45,1-Jul-07,Associate Professor,145000.08,Sch of Nursing,Associate Professor
UNC-CH,74,1-Jul-00,Professor,188795,Sch of Nursing,Professor
UNC-CH,55,1-Dec-99,Professor,208185.69,Psychiatry - Research,Professor
UNC-CH,63,1-Jul-00,Professor,191444,Pediatrics-Infectious Disease,Professor
UNC-CH,47,1-Jul-02,Professor,116715,Mathematics,Professor
UNC-CH,44,1-Feb-09,Assistant Professor,90000,Genetics,Research Assistant Professor
UNC-CH,36,1-Jul-07,Professor,128336.04,City and Regional Planning,Associate Professor
UNC-CH,45,1-Dec-10,Assistant Professor,135000,Biomedical Engineering,Research Assistant Professor
UNC-CH,68,1-Aug-88,Professor,126557.31,Med-Pulmonary,Research Prof.
UNC-CH,74,1-Jul-78,Professor,60587,Geological Sciences,Professor
UNC-CH,61,1-Aug-03,Associate Professor,138109,Epidemiology,Research Associate Professor
UNC-CH,73,1-Sep-98,Professor,209475.04,Nutrition,Assoc. Dean for Global Health
UNC-CH,52,1-Jul-02,Associate Professor,100961.04,Womens and Gender Stds,Associate Professor
UNC-CH,50,1-Jul-12,Associate Professor,78828,Asian & Middle Eastern Studies,Assistant Professor
UNC-CH,48,16-May-11,Professor,194636,Biochemistry and Biophysics,Associate Professor
UNC-CH,50,1-Aug-11,Professor,353409,Orthopaedics - Sports Medicine,Clinical Associate Professor
UNC-CH,50,1-Jul-06,Professor,99500,General Pediatrics,Associate Professor
UNC-CH,69,1-Jul-83,Professor,328929.43,Medicine-Internal Medicine,Eunice Bernhard Distinguished Professor
UNC-CH,70,1-Jul-83,Professor,60537.5,Chemistry,Professor
UNC-CH,74,1-Feb-00,Professor,250400,General Anesthesia,Anesthesiologist
UNC-CH,53,26-Jun-05,Professor,135179,SOG Sch of Government,Professor of Public Administration & Gov
UNC-CH,50,1-Sep-09,Assistant Professor,117888,OBGYN-Midwifery,Certified Nurse Midwife
UNC-CH,65,1-Jul-05,Professor,187568.08,Sch of Nursing,Beerstecher-Blackwell Distinguished Scho
UNC-CH,46,1-Dec-05,Professor,150462.96,Psychiatry-Alcohol Center,Associate Professor
UNC-CH,73,1-Jul-92,Professor,119000,Kenan-Flagler Bus Sch,Distinguished Professor
UNC-CH,40,1-Jul-09,Professor,124701.04,Statistics and Operations Res,Assistant Professor
UNC-CH,43,31-Aug-12,Associate Professor,470000,Neurosurgery,Assistant Professor
UNC-CH,57,1-Jul-94,Associate Professor,84165,Political Science,Associate Professor
UNC-CH,47,31-Jul-06,Associate Professor,172925,Emergency Medicine,Associate Professor
UNC-CH,60,1-Jul-88,Professor,263196,Economics,Professor
UNC-CH,62,1-Jul-98,Associate Professor,84833,Anthropology,Associate Professor
UNC-CH,48,1-Jul-08,Professor,292174,Kenan-Flagler Bus Sch,Associate Professor/Hettleman Fellow
UNC-CH,58,1-Jul-90,Professor,94225,Romance Studies,Professor
UNC-CH,43,6-Jan-14,Assistant Professor,265000,Surgery,Clinical Assistant Professor
UNC-CH,65,15-Jun-97,Associate Professor,127800,Sch of Nursing,Associate Professor
UNC-CH,74,1-Jul-79,Associate Professor,64349.5,Kenan-Flagler Bus Sch,Assoc Professor/Assoc Dean BSBA Program
UNC-CH,65,1-Jan-04,Professor,131565,Communication,Professor
UNC-CH,42,1-Sep-10,Associate Professor,208872.75,Psychiatry - General,Assistant Professor
UNC-CH,69,1-Jan-98,Professor,207735,Peds-Hematology/Oncology,Professor
UNC-CH,47,1-Jul-06,Associate Professor,96759.39,SW-School of Social Work,Associate Professor
UNC-CH,67,1-Jul-82,Professor,173350.08,Biology,Distinguished Professor
UNC-CH,61,1-Sep-91,Professor,218736,SOG Sch of Government,Associate Dean for Faculty Development
UNC-CH,62,1-Aug-12,Assistant Professor,57397.5,Psychiatry - Research,Post Doctoral Fellow
UNC-CH,50,9-Jan-06,Assistant Professor,56840,SW-Research Projects,Clinical Assistant Professor
UNC-CH,54,1-Oct-09,Assistant Professor,97742.22,Envir Sciences and Engineering,"Director, Biomarker Mass Spec Facility"
UNC-CH,51,1-Jul-07,Associate Professor,112305,Psychology and Neuroscience,Assistant Professor
UNC-CH,56,1-Aug-98,Professor,406050,OBGYN-GYN Oncology,Full Professor
UNC-CH,56,1-Sep-99,Professor,408440.04,OBGYN-MFM,Professor
UNC-CH,47,1-Jan-13,Associate Professor,95000,SW-Research Projects,Program Coordinator
UNC-CH,38,1-Jul-13,Associate Professor,77980,Music,Assistant Professor
UNC-CH,51,1-Jul-02,Associate Professor,95641,School of Education,Associate Professor
UNC-CH,69,1-Jul-85,Professor,236158,Psychology and Neuroscience,Distinguished Professor
UNC-CH,66,1-Jul-92,Professor,143014,Music,Boshamer Dist. Professor
UNC-CH,44,1-Jul-11,Associate Professor,85902.04,Religious Studies,Assistant Professor
UNC-CH,58,1-Jul-97,Associate Professor,84002,Womens and Gender Stds,Assoc. Prof.
UNC-CH,41,1-Aug-10,Associate Professor,275000,Urology - Clinic,Clinical Assistant Professor
UNC-CH,77,29-Oct-02,Professor,185020.29,Ophthalmology,Professor
UNC-CH,72,1-Jul-17,Professor,133000,Neonatal-Perinatal Medicine,Professor
UNC-CH,34,14-Jun-19,Assistant Professor,180000,Psychiatry-Wakebrook STEP,NODESCR
UNC-CH,64,1-Nov-92,Associate Professor,113203,SOG Sch of Government,Assoc. Professor of Public Law & Gov
UNC-CH,76,1-Jul-77,Professor,362605.69,Med-Pulmonary,"Director, Cystic Fibrosis & Pulmonary Di"
UNC-CH,72,1-Feb-79,Professor,120694,Pathology Lab Med - Clinical,Clinical Professor
UNC-CH,63,1-Dec-92,Professor,163413,Microbiology and Immunology,Professor
UNC-CH,42,8-May-13,Assistant Professor,75000,Ophthalmology,Research Associate
UNC-CH,43,1-Aug-12,Associate Professor,137855.04,SOP-CBMC,Assistant Professor
UNC-CH,39,1-Jul-15,Assistant Professor,245187,Dermatology - Adult,NODESCR
UNC-CH,52,1-Jul-08,Associate Professor,83656,Art - Art History,Associate Professor
UNC-CH,43,1-Aug-09,Associate Professor,230599,Peds-Critical Care Medicine,Clinical Assistant Professor
UNC-CH,44,1-Jul-10,Associate Professor,88029,African Afrl-Amer and Diaspora,Assistant Professor
UNC-CH,57,1-Jul-10,Professor,132335,Art - Art History,Mary H. Cain Distinguished Professor
UNC-CH,56,13-Sep-04,Professor,204725.52,Peds-Hospital Medicine,Professor
UNC-CH,51,1-Aug-11,Associate Professor,192474,Med-Infectious Diseases,Clinical Associate Professor
UNC-CH,46,1-Jan-12,Associate Professor,115965,Physics and Astronomy,Assistant Professor
UNC-CH,53,1-Apr-01,Professor,173040,Microbiology and Immunology,Professor
UNC-CH,50,1-Jan-02,Professor,139286.04,Cell Biology and Physiology,Professor
UNC-CH,57,1-Jul-01,Professor,192473,Cell Biology and Physiology,Professor
UNC-CH,54,1-Sep-04,Professor,181777,Health Behavior,Associate Professor
UNC-CH,54,17-Nov-08,Professor,402783.96,OBGYN-GYN Oncology,Associate Professor
UNC-CH,56,1-Aug-02,Assistant Professor,91651,Microbiology and Immunology,Research Assistant Professor
UNC-CH,55,1-Jan-03,Associate Professor,85459,English and Comp Literature,Distinguished Term Associate Professor
UNC-CH,90,1-Jun-75,Professor,86167,Med-Pulmonary,Distinguished Professor
UNC-CH,55,25-Aug-99,Associate Professor,180047.04,Diagnostic Sciences,Adjunct Associate Professor
UNC-CH,63,1-Jul-84,Professor,251637.04,School of Law,Wachovia Professor of Banking Law
UNC-CH,67,1-Aug-13,Associate Professor,228375,Medicine-Oncology,Clinical Associate Professor
UNC-CH,65,1-May-86,Professor,265257.1,SOP-DPET,"William R. Kenan, Jr.  Dist. Prof/Chair"
UNC-CH,53,1-Jul-98,Professor,415000,Kenan-Flagler Bus Sch,Professor
UNC-CH,56,1-Jul-99,Professor,133125,School of Education,Professor
UNC-CH,37,1-Aug-14,Assistant Professor,178980,Family Medicine,Clinical Assistant Professor
UNC-CH,51,1-Jul-16,Associate Professor,79374.04,Communication,Conversion Job Code
UNC-CH,44,1-Jul-08,Associate Professor,235000,Neurology,Clinical Associate Professor
UNC-CH,59,1-Aug-99,Professor,126926.7,Psychiatry - Research,Associate Professor
UNC-CH,53,1-Jul-11,Associate Professor,221871.84,Medicine Hospitalist,Clinical Associate Professor
UNC-CH,61,1-Jul-02,Professor,195031,History,William B. Umstead Distinguished Profess
UNC-CH,55,1-Jan-01,Professor,112176,Biology,Professor
UNC-CH,69,1-Jul-82,Professor,98789,School of Law,Martha Brandis Term Professor
UNC-CH,48,1-Sep-11,Associate Professor,215000,OBGYN-Family Planning,Assistant Professor
UNC-CH,49,1-Jul-02,Associate Professor,100088.04,History,Associate Professor
UNC-CH,35,1-Oct-13,Assistant Professor,100000,Pharmacology,Postdoc Trainee
UNC-CH,40,1-Jul-10,Associate Professor,128605,Social Medicine,Assistant Professor
UNC-CH,62,1-Nov-01,Associate Professor,281355,Peds-Cardiology,Assoc. Prof
UNC-CH,52,23-Sep-04,Professor,372257,ENT - Voice and Swallowing,March Floyd Riddle Disting. Res. Prof.
UNC-CH,60,1-Oct-11,Professor,618311,Ophthalmology,Distinguished Professor and Chair
UNC-CH,52,1-Jul-00,Professor,166498,Statistics and Operations Res,Professor
UNC-CH,51,1-Sep-05,Assistant Professor,153750,Family Medicine,Adjunct Assistant Professor
UNC-CH,60,1-Jul-03,Professor,241956,Psychiatry - Research,Distinguished Professor
UNC-CH,58,1-Jul-10,Professor,145798,History,Distinguished Professor
UNC-CH,44,8-Aug-07,Associate Professor,299000.08,ACC Anesthesia,Anesthesiologist
UNC-CH,62,1-Sep-00,Assistant Professor,89867.32,Med-Nephrology,Research Asst. Professor
UNC-CH,47,1-Jul-02,Professor,108546,Biology,Associate Professor
UNC-CH,52,1-Jun-05,Assistant Professor,73447.85,Cell Biology and Physiology,Research Assistant Professor
UNC-CH,41,15-Jun-13,Associate Professor,156000,Nutrition,Assistant Professor
UNC-CH,50,1-Jul-06,Professor,444967.04,Rdiolgy-H V-VascularIntervntnl,Clinical Associate Professor
UNC-CH,62,15-Aug-92,Professor,127825,Allied Health - CRMH,Professor
UNC-CH,49,18-May-05,Associate Professor,102682.08,Biology,Associate Professor
UNC-CH,61,1-Jul-00,Professor,57843,History,Professor
UNC-CH,45,1-Jul-08,Associate Professor,96864,Womens and Gender Stds,Associate Professor
UNC-CH,69,1-Feb-94,Professor,334730.47,Med-Geriatric Medicine,Mary & Thomas Hudson Distinguished Prof
UNC-CH,62,31-Jul-94,Professor,425934.96,Medicine-Endocrinology,Verne S. Caviness Distinguished Prof
UNC-CH,58,5-Jun-00,Associate Professor,136999.96,Orthopaedics - Orthonow,Clinical Associate Professor
UNC-CH,69,1-Jul-99,Professor,423936,Kenan-Flagler Bus Sch,Dist Prof/Accounting Area Chair
UNC-CH,52,8-Jul-01,Professor,154452,Otolaryngology (Ent),Professor
UNC-CH,52,1-Apr-04,Associate Professor,138852,Biochemistry and Biophysics,Research Assistant Professor
UNC-CH,51,1-Jun-02,Professor,453017.04,Peds-Hospital Medicine,Professor
UNC-CH,52,1-Feb-02,Professor,259500.04,Med-Geriatric Medicine,Clinical Associate Professor
UNC-CH,69,1-Jul-19,Professor,211177,Orthopaedics,Distinguished Professor
UNC-CH,42,15-Sep-14,Assistant Professor,103000,Family Medicine,Postdoc Research Associate
UNC-CH,31,1-Jul-17,Assistant Professor,132500,Economics,NODESCR
UNC-CH,31,22-Jul-19,Assistant Professor,152000.04,Family Medicine,NODESCR
UNC-CH,40,1-Aug-15,Assistant Professor,321891.92,Radiology - Chest,NODESCR
UNC-CH,44,4-Jun-14,Associate Professor,77366.3,SOP-DPMP,Research Assistant Professor
UNC-CH,60,1-Aug-19,Professor,210000.04,Sch of Nursing,Conversion Job Code
UNC-CH,45,2-Feb-15,Assistant Professor,90456,Epidemiology,Research Associate
UNC-CH,44,1-Aug-16,Assistant Professor,115000,Surgery - Vascular,NODESCR
UNC-CH,34,9-Dec-19,Assistant Professor,112500,Biochemistry and Biophysics,Temporary
UNC-CH,49,1-Jul-20,Professor,160000,Psychiatry - Research,NODESCR
UNC-CH,39,5-Jul-11,Associate Professor,304001.28,Anesthesia-GI,Anesthesiologist
UNC-CH,57,1-Oct-19,Professor,300000,SOP-Eshelman Inst for Innov,NODESCR
UNC-CH,33,1-Jul-16,Assistant Professor,105623,Statistics and Operations Res,NODESCR
UNC-CH,34,3-Aug-20,Assistant Professor,190000,Ophthalmology - OphthCarCr,NODESCR
UNC-CH,34,1-Aug-16,Associate Professor,138624.04,Computer Science,NODESCR
UNC-CH,29,1-Jul-20,Assistant Professor,105000,Public Policy,NODESCR
UNC-CH,40,1-Jul-20,Assistant Professor,77000,Music,NODESCR
UNC-CH,37,1-Jul-16,Assistant Professor,195000,Medicine-Gastroenterology,Conversion Job Code
UNC-CH,33,15-Aug-19,Assistant Professor,240000,Pediatric Anesthesia,NODESCR
UNC-CH,55,1-Jul-04,Associate Professor,62410.35,SW-Jordan Inst for Families,Clinical Associate Professor
UNC-CH,48,27-Jul-05,Professor,309000,General Anesthesia,Anesthesiologist
UNC-CH,62,1-Jul-13,Associate Professor,147136,Kenan-Flagler Bus Sch,Clinical Assistant Professor
UNC-CH,46,1-Jul-10,Associate Professor,246662,Medicine-Gastroenterology,Assistant Professor
UNC-CH,57,1-Jul-06,Professor,181176,Comprehensive Oral Health,Associate Professor
UNC-CH,42,1-Dec-15,Assistant Professor,147259.26,Med-Infectious Diseases,NODESCR
UNC-CH,36,14-Oct-19,Assistant Professor,123750,Physical Medicine Rehab,NODESCR
UNC-CH,35,1-Jul-19,Assistant Professor,82000,Physics and Astronomy,NODESCR
UNC-CH,42,1-Aug-19,Associate Professor,200000,Peds-Hematology/Oncology,NODESCR
UNC-CH,54,2-Jan-18,Associate Professor,147400.04,Comprehensive Oral Health,NODESCR
UNC-CH,45,1-Sep-20,Associate Professor,220000,Med-Geriatric Medicine,NODESCR
UNC-CH,71,1-Jul-80,Professor,165716,Psychology and Neuroscience,Distinguished Professor
UNC-CH,37,1-Mar-17,Assistant Professor,72500,Psychiatry - Research,Research Assistant
UNC-CH,47,1-Jul-04,Professor,130386.04,Psychology and Neuroscience,Professor
UNC-CH,61,27-Jul-17,Assistant Professor,90000,Envir Sciences and Engineering,NODESCR
UNC-CH,43,1-Oct-11,Associate Professor,235516,Neonatal-Perinatal Medicine,Clinical Assistant Professor
UNC-CH,36,17-Oct-16,Assistant Professor,136350,Pathology Lab Med - Research,NODESCR
UNC-CH,37,31-Mar-15,Assistant Professor,112904.04,Allied Health - PA Program,Clinical Assistant Professor
UNC-CH,49,10-Jul-17,Associate Professor,275000.08,Medicine-Hematology,Conversion Job Code
UNC-CH,53,1-Jul-05,Associate Professor,91745.18,School of Journalism and Media,Associate Professor
UNC-CH,68,1-Aug-80,Professor,117666.9,Allied Health - CLS,Professor
UNC-CH,38,13-Jan-14,Assistant Professor,96992.76,Psychiatry - Research,Biostatistician
UNC-CH,49,1-Dec-09,Associate Professor,180975.72,Family Medicine,Research Assistant Professor
UNC-CH,35,1-Aug-16,Assistant Professor,189973.2,Psychiatry - General,UNC-CH Student Assistant
UNC-CH,56,1-Mar-12,Assistant Professor,125000,Kenan-Flagler Bus Sch,Lecturer
UNC-CH,60,1-Oct-15,Professor,166735.96,Entrepreneurship,NODESCR
UNC-CH,39,1-Jul-16,Associate Professor,85926,School of Law,NODESCR
UNC-CH,43,1-Mar-13,Associate Professor,143367,Health Policy and Management,Research Assistant Professor
UNC-CH,42,6-Jul-20,Assistant Professor,135000.04,Comprehensive Oral Health,Conversion Job Code
UNC-CH,48,1-Apr-09,Professor,271897,Genetics,Assistant Professor
UNC-CH,39,9-Jan-12,Assistant Professor,90000,Epidemiology,Research Assistant
UNC-CH,37,15-Jul-16,Assistant Professor,253871,Orthopaedics - Sports Medicine,Chief Resident
UNC-CH,39,1-Nov-17,Assistant Professor,178000,Medicine-Internal Medicine,NODESCR
UNC-CH,39,1-Jul-15,Assistant Professor,75412.04,American Studies,NODESCR
UNC-CH,43,1-Jul-20,Associate Professor,230000,Kenan-Flagler Bus Sch,NODESCR
UNC-CH,40,1-Jul-18,Assistant Professor,79500,School of Education,NODESCR
UNC-CH,35,1-Jul-17,Assistant Professor,80850,African Afrl-Amer and Diaspora,NODESCR
UNC-CH,48,1-Jul-16,Assistant Professor,72693,Dramatic Art,NODESCR
UNC-CH,34,1-Oct-16,Assistant Professor,58000,SOP-DPET,NODESCR
UNC-CH,38,3-Aug-15,Assistant Professor,260000.08,Critical Care Anesthesia,NODESCR
UNC-CH,39,15-Aug-07,Assistant Professor,71250,Medicine-Gastroenterology,Post-Doc Research Associate
UNC-CH,39,4-Oct-16,Assistant Professor,310000,Surgery - Plastic Reconstruct,NODESCR
UNC-CH,46,14-Nov-11,Assistant Professor,110214,Cell Biology and Physiology,Research Assistant Professor
UNC-CH,41,1-Sep-20,Assistant Professor,67250,SW-School of Social Work,NODESCR
UNC-CH,40,30-Apr-11,Associate Professor,201175,Emergency Medicine,Clinical Assistant Professor
UNC-CH,48,1-Jul-11,Professor,95458,School of Law,Clinical Assistant Professor
UNC-CH,66,15-May-91,Professor,143554,Computer Science,Professor
UNC-CH,46,29-Oct-18,Associate Professor,315000,Urology - Clinic,NODESCR
UNC-CH,44,1-Jul-06,Professor,141314.04,Exercise and Sport Science,Associate Professor
UNC-CH,39,14-Jun-18,Assistant Professor,254000,Anesthesia-GI,NODESCR
UNC-CH,74,1-Jul-19,Professor,70000,Peace War and Defense,NODESCR
UNC-CH,33,4-Jan-16,Assistant Professor,116000,SOP-Medication Optimization,UNC-CH Student Assistant - MOPH
UNC-CH,32,1-Jul-17,Assistant Professor,155000,Med-Geriatric Medicine,NODESCR
UNC-CH,34,1-Aug-16,Assistant Professor,107625,Allied Health - PA Program,NODESCR
UNC-CH,39,17-Jul-17,Assistant Professor,263220,ENT - Head and Neck,NODESCR
UNC-CH,75,30-Jun-19,Professor,250000.16,Family Medicine,NODESCR
UNC-CH,61,1-Dec-01,Associate Professor,144368,Pathology Lab Med - Clinical,Clinical Associate Professor
UNC-CH,35,1-Jul-16,Assistant Professor,156550,Pathology Lab Med - Clinical,UNC-CH Student Assistant
